customerID,Contract,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn,actual_churn,predicted_churn,churn_probability,tenure_group,risk_segment
4079-VTGLK,Two year,Electronic check,30,74.85,2181.75,No,0,0,0.14913556,25-48 months,Low Risk
1166-PQLGG,Two year,Bank transfer (automatic),72,19.55,1463.45,No,0,0,0.009202968,49+ months,Low Risk
5296-BFCYD,Two year,Mailed check,46,20.1,936.85,No,0,0,0.015208662,25-48 months,Low Risk
6568-POCUI,Two year,Credit card (automatic),45,95.2,4285.8,No,0,0,0.06557908,25-48 months,Low Risk
2839-RFSQE,Month-to-month,Mailed check,2,20.65,38.7,Yes,1,0,0.15888624,0-12 months,Low Risk
2188-SXWVT,One year,Mailed check,34,55.0,1885.15,No,0,0,0.048472673,25-48 months,Low Risk
8849-GYOKR,One year,Bank transfer (automatic),54,106.55,5763.3,Yes,1,0,0.20685767,49+ months,Low Risk
3623-FQBOX,Month-to-month,Mailed check,21,19.95,416.4,No,0,0,0.11302688,13-24 months,Low Risk
2649-HWLYB,Two year,Bank transfer (automatic),65,76.15,4929.55,No,0,0,0.026892444,49+ months,Low Risk
0599-XNYDO,Month-to-month,Bank transfer (automatic),20,69.8,1540.35,No,0,1,0.3397865,13-24 months,Medium Risk
2514-GINMM,Month-to-month,Electronic check,1,79.5,79.5,Yes,1,1,0.8374261,0-12 months,High Risk
8401-EMUWF,Month-to-month,Bank transfer (automatic),42,69.4,3058.3,No,0,0,0.13770035,25-48 months,Low Risk
5766-ZJYBB,Month-to-month,Mailed check,1,19.4,19.4,Yes,1,0,0.28408444,0-12 months,Low Risk
2604-IJPDU,Month-to-month,Electronic check,20,96.55,1901.65,No,0,1,0.42631876,13-24 months,Medium Risk
2501-XWWTZ,Month-to-month,Electronic check,11,70.2,760.05,No,0,1,0.44077975,0-12 months,Medium Risk
6370-ZVHDV,Two year,Bank transfer (automatic),61,25.3,1554.9,No,0,0,0.015376968,49+ months,Low Risk
3027-YNWZU,Two year,Credit card (automatic),64,25.0,1584.8,No,0,0,0.015376968,49+ months,Low Risk
4526-ZJJTM,Month-to-month,Bank transfer (automatic),25,88.4,2191.15,No,0,1,0.34289703,25-48 months,Medium Risk
0440-QEXBZ,Month-to-month,Mailed check,44,50.15,2139.1,No,0,0,0.18395428,25-48 months,Low Risk
0330-IVZHA,Month-to-month,Electronic check,5,69.95,330.15,Yes,1,1,0.5619065,0-12 months,Medium Risk
9758-MFWGD,One year,Bank transfer (automatic),48,29.9,1388.75,No,0,0,0.0867628,25-48 months,Low Risk
4229-CZMLL,Month-to-month,Electronic check,6,74.9,469.8,Yes,1,1,0.7178554,0-12 months,High Risk
0742-MOABM,Month-to-month,Mailed check,4,50.05,179.35,Yes,1,0,0.28478813,0-12 months,Low Risk
4277-BWBML,Two year,Bank transfer (automatic),72,19.95,1322.85,No,0,0,0.009401814,49+ months,Low Risk
5136-GFPMB,Month-to-month,Credit card (automatic),54,89.4,4869.5,No,0,0,0.28629446,49+ months,Low Risk
7520-HQWJU,Month-to-month,Bank transfer (automatic),66,67.45,4508.65,No,0,0,0.12146012,49+ months,Low Risk
6304-IJFSQ,Month-to-month,Mailed check,3,49.9,130.1,Yes,1,1,0.35388008,0-12 months,Medium Risk
0297-RBCSG,One year,Bank transfer (automatic),19,65.35,1231.85,No,0,0,0.1088719,13-24 months,Low Risk
6013-BHCAW,Two year,Bank transfer (automatic),61,81.0,4976.15,No,0,0,0.04501214,49+ months,Low Risk
4402-FTBXC,Month-to-month,Mailed check,54,89.8,4667.0,No,0,0,0.25288162,49+ months,Low Risk
1471-GIQKQ,Month-to-month,Electronic check,1,49.95,49.95,No,0,1,0.5478296,0-12 months,Medium Risk
4283-FUTGF,Month-to-month,Electronic check,19,79.85,1471.75,Yes,1,1,0.55786544,13-24 months,Medium Risk
9548-LERKT,Two year,Mailed check,24,19.75,483.15,No,0,0,0.015830874,13-24 months,Low Risk
8059-UDZFY,Month-to-month,Bank transfer (automatic),33,105.35,3465.05,No,0,1,0.43350688,25-48 months,Medium Risk
0410-IPFTY,Month-to-month,Bank transfer (automatic),31,83.85,2674.15,No,0,1,0.37521297,25-48 months,Medium Risk
2478-EEWWM,Month-to-month,Electronic check,59,44.3,2666.75,No,0,1,0.33743992,49+ months,Medium Risk
4619-EVPHY,One year,Bank transfer (automatic),20,91.0,1859.5,No,0,0,0.18173026,13-24 months,Low Risk
2277-DJJDL,Month-to-month,Electronic check,60,99.0,6017.9,No,0,1,0.4271194,49+ months,Medium Risk
2911-WDXMV,Month-to-month,Credit card (automatic),18,80.55,1406.65,No,0,1,0.38706776,13-24 months,Medium Risk
3639-XJHKQ,Month-to-month,Electronic check,19,60.6,1297.8,No,0,0,0.21357419,13-24 months,Low Risk
8173-RXAYP,Two year,Mailed check,24,19.7,452.55,No,0,0,0.015566123,13-24 months,Low Risk
4537-CIBHB,One year,Mailed check,9,20.25,172.35,No,0,0,0.039104633,0-12 months,Low Risk
5442-BXVND,Month-to-month,Bank transfer (automatic),33,24.25,838.5,No,0,0,0.07910395,25-48 months,Low Risk
2308-STERM,Month-to-month,Mailed check,2,19.4,61.05,No,0,0,0.15888624,0-12 months,Low Risk
7159-NOKYQ,Two year,Electronic check,67,93.15,6368.2,No,0,0,0.12596247,49+ months,Low Risk
6075-QMNRR,Month-to-month,Bank transfer (automatic),52,49.75,2535.55,No,0,0,0.13072509,49+ months,Low Risk
3694-GLTJM,Month-to-month,Credit card (automatic),5,19.65,92.05,No,0,0,0.1676249,0-12 months,Low Risk
9629-NHXFW,Month-to-month,Mailed check,1,19.4,19.4,No,0,1,0.32338658,0-12 months,Medium Risk
7167-PCEYD,Two year,Mailed check,67,19.8,1311.3,No,0,0,0.014860975,49+ months,Low Risk
2748-MYRVK,One year,Bank transfer (automatic),63,99.9,6137.0,Yes,1,0,0.18730609,49+ months,Low Risk
4223-WOZCM,Month-to-month,Mailed check,2,49.95,107.1,No,0,1,0.45828435,0-12 months,Medium Risk
6946-LMSQS,One year,Electronic check,25,89.05,2177.45,Yes,1,0,0.18353927,25-48 months,Low Risk
5469-NUJUR,Two year,Mailed check,19,19.95,373.5,No,0,0,0.016878556,13-24 months,Low Risk
6388-TABGU,One year,Bank transfer (automatic),62,56.15,3487.95,No,0,0,0.038150635,49+ months,Low Risk
1261-FWTTE,Month-to-month,Bank transfer (automatic),23,34.65,768.45,No,0,1,0.32402295,13-24 months,Medium Risk
8590-YFFQO,Two year,Credit card (automatic),70,64.95,4523.25,No,0,0,0.017745756,49+ months,Low Risk
0082-OQIQY,Month-to-month,Electronic check,29,94.2,2607.6,No,0,1,0.4284462,25-48 months,Medium Risk
9465-RWMXL,Month-to-month,Electronic check,32,78.9,2447.95,Yes,1,1,0.49101827,25-48 months,Medium Risk
2930-UOTMB,Month-to-month,Credit card (automatic),31,65.25,1994.3,Yes,1,0,0.09890712,25-48 months,Low Risk
9128-CPXKI,Two year,Electronic check,59,95.8,5655.45,No,0,0,0.14000322,49+ months,Low Risk
0484-FFVBJ,One year,Bank transfer (automatic),32,64.85,2010.95,No,0,0,0.12808764,25-48 months,Low Risk
1100-DDVRV,Month-to-month,Mailed check,17,49.8,836.35,No,0,0,0.31104463,13-24 months,Medium Risk
9313-QOLTZ,Month-to-month,Mailed check,26,20.9,518.3,No,0,0,0.08151569,25-48 months,Low Risk
3338-CVVEH,Month-to-month,Electronic check,12,94.55,1173.55,No,0,1,0.65089524,0-12 months,Medium Risk
1131-SUEKT,One year,Bank transfer (automatic),61,98.45,6145.2,No,0,0,0.14660342,49+ months,Low Risk
7602-DBTOU,Two year,Mailed check,71,19.6,1416.5,No,0,0,0.0108897835,49+ months,Low Risk
1385-TQOZW,Month-to-month,Credit card (automatic),9,20.45,147.55,No,0,0,0.13448872,0-12 months,Low Risk
6892-XPFPU,Month-to-month,Electronic check,24,104.25,2433.9,Yes,1,1,0.6779308,13-24 months,Medium Risk
4115-NZRKS,Month-to-month,Electronic check,7,89.15,574.35,No,0,1,0.7279821,0-12 months,High Risk
5514-YQENT,Two year,Electronic check,41,111.15,4507.15,No,0,0,0.09871042,25-48 months,Low Risk
6319-IEJWJ,Month-to-month,Electronic check,20,90.2,1776.55,Yes,1,1,0.5632241,13-24 months,Medium Risk
8849-AYPTR,Month-to-month,Electronic check,33,91.25,2964.05,No,0,1,0.39402768,25-48 months,Medium Risk
5893-PYOLZ,Two year,Credit card (automatic),56,81.8,4534.45,No,0,0,0.033202432,49+ months,Low Risk
7180-PISOG,Month-to-month,Electronic check,1,74.5,74.5,Yes,1,1,0.7979538,0-12 months,High Risk
8443-ZRDBZ,Month-to-month,Electronic check,4,76.05,318.9,Yes,1,1,0.7419946,0-12 months,High Risk
9079-YEXQJ,Month-to-month,Electronic check,54,111.1,6014.85,Yes,1,1,0.36237076,49+ months,Medium Risk
3780-YVMFA,Month-to-month,Electronic check,8,68.55,564.35,No,0,1,0.3185368,0-12 months,Medium Risk
6968-MHOMU,One year,Credit card (automatic),58,45.0,2689.35,No,0,0,0.1504584,49+ months,Low Risk
0899-LIIBW,Month-to-month,Electronic check,34,100.85,3527.3,No,0,1,0.49482575,25-48 months,Medium Risk
3677-IYRBF,Month-to-month,Electronic check,2,30.4,78.65,Yes,1,1,0.70096636,0-12 months,High Risk
