customerID,Contract,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Churn,actual_churn,predicted_churn,churn_probability,tenure_group,risk_segment
9851-KIELU,Month-to-month,Electronic check,10,110.1,1043.3,Yes,1,1,0.5342015192863525,0-12 months,Medium Risk
3199-XGZCY,Month-to-month,Electronic check,8,75.25,576.7,No,0,1,0.6720925131023237,0-12 months,Medium Risk
4226-KKDON,Month-to-month,Electronic check,8,66.65,520.95,No,0,1,0.30467608932362,0-12 months,Medium Risk
1085-LDWAM,One year,Credit card (automatic),69,20.35,1442.65,No,0,0,0.021786141942152285,49+ months,Low Risk
6825-UYPFK,Month-to-month,Bank transfer (automatic),23,75.6,1758.6,Yes,1,1,0.35217029657769416,13-24 months,Medium Risk
1767-CJKBA,Two year,Mailed check,66,25.1,1697.7,No,0,0,0.013484431636189552,49+ months,Low Risk
7181-BQYBV,Month-to-month,Electronic check,1,102.45,102.45,Yes,1,1,0.8447633532769085,0-12 months,High Risk
0178-CIIKR,Month-to-month,Mailed check,3,19.95,58.0,No,0,0,0.16307512300956836,0-12 months,Low Risk
4256-ZWTZI,Month-to-month,Mailed check,5,51.0,286.8,No,0,0,0.27325689144289383,0-12 months,Low Risk
9537-VHDTA,Month-to-month,Mailed check,1,51.2,51.2,No,0,1,0.35893980285269983,0-12 months,Medium Risk
2754-XBHTB,Month-to-month,Bank transfer (automatic),9,77.65,714.15,Yes,1,1,0.5400834102212226,0-12 months,Medium Risk
5975-BAICR,One year,Credit card (automatic),36,63.7,2188.5,No,0,0,0.056196400939873214,25-48 months,Low Risk
3301-VKTGC,One year,Bank transfer (automatic),68,85.5,5696.6,No,0,0,0.09298892542694909,49+ months,Low Risk
2877-VDUER,One year,Mailed check,35,40.9,1383.6,No,0,0,0.05291213819493337,25-48 months,Low Risk
7717-BICXI,Two year,Mailed check,60,20.55,1205.05,No,0,0,0.012140148980290923,49+ months,Low Risk
0562-FGDCR,Two year,Mailed check,72,74.55,5430.65,No,0,0,0.017517474680903644,49+ months,Low Risk
3705-PSNGL,One year,Electronic check,45,20.4,930.45,Yes,1,0,0.03888126337444797,25-48 months,Low Risk
0048-LUMLS,One year,Credit card (automatic),37,91.2,3247.55,No,0,0,0.16271378724194965,25-48 months,Low Risk
6497-TILVL,Month-to-month,Mailed check,7,50.7,350.35,No,0,0,0.20143974429784725,0-12 months,Low Risk
2108-YKQTY,Month-to-month,Credit card (automatic),4,50.7,151.3,Yes,1,1,0.3063932130635029,0-12 months,Medium Risk
3658-KIBGF,Month-to-month,Electronic check,1,54.9,54.9,Yes,1,1,0.4825986011354724,0-12 months,Medium Risk
5482-NUPNA,Month-to-month,Mailed check,4,60.4,272.15,Yes,1,0,0.1844186903373024,0-12 months,Low Risk
7410-KTVFV,Month-to-month,Mailed check,18,49.55,878.35,Yes,1,0,0.26158554610267976,13-24 months,Low Risk
9033-EOXWV,One year,Mailed check,12,74.05,872.65,Yes,1,0,0.11188542531448951,0-12 months,Low Risk
8821-XNHVZ,Month-to-month,Mailed check,1,80.05,80.05,Yes,1,1,0.7574489485662639,0-12 months,High Risk
8224-KDLKN,Two year,Bank transfer (automatic),72,25.0,1738.9,No,0,0,0.01217943242531096,49+ months,Low Risk
4825-FUREZ,Two year,Electronic check,42,20.25,835.5,No,0,0,0.021691170604186107,25-48 months,Low Risk
7534-BFESC,Month-to-month,Electronic check,24,76.1,1712.7,Yes,1,1,0.5395188156029916,13-24 months,Medium Risk
9138-EFSMO,One year,Bank transfer (automatic),26,78.95,2034.25,No,0,0,0.15608489580857046,25-48 months,Low Risk
4227-OJHAL,One year,Credit card (automatic),68,73.0,5163.0,No,0,0,0.04732322421272973,49+ months,Low Risk
7279-NMVJC,One year,Bank transfer (automatic),17,19.9,323.15,No,0,0,0.03168338063155247,13-24 months,Low Risk
8591-TKMZH,Two year,Mailed check,59,111.1,6555.2,No,0,0,0.07085567930266466,49+ months,Low Risk
9283-LZQOH,Month-to-month,Credit card (automatic),13,74.4,896.75,Yes,1,1,0.5041472243316928,13-24 months,Medium Risk
3594-IVHJZ,Month-to-month,Mailed check,2,20.45,42.45,No,0,0,0.20916161991935314,0-12 months,Low Risk
1945-XISKS,Two year,Mailed check,67,19.65,1335.2,No,0,0,0.012434546459559173,49+ months,Low Risk
4359-INNWN,One year,Credit card (automatic),17,20.05,337.9,No,0,0,0.03160460618975724,13-24 months,Low Risk
7649-SIJJF,Two year,Mailed check,71,80.1,5585.4,No,0,0,0.023499791319382936,49+ months,Low Risk
9254-RBFON,One year,Bank transfer (automatic),17,98.6,1704.95,Yes,1,0,0.21259848105233803,13-24 months,Low Risk
0970-ETWGE,Month-to-month,Electronic check,1,89.55,89.55,Yes,1,1,0.8436068595154711,0-12 months,High Risk
7762-ONLJY,One year,Mailed check,6,19.7,94.45,No,0,0,0.039107554503558906,0-12 months,Low Risk
6710-HSJRD,Month-to-month,Electronic check,61,114.1,7132.15,No,0,1,0.40613823781138986,49+ months,Medium Risk
8873-GLDMH,Month-to-month,Mailed check,6,73.85,401.3,No,0,1,0.5993850679083329,0-12 months,Medium Risk
9907-SWKKF,Month-to-month,Mailed check,1,25.05,25.05,Yes,1,1,0.5726437980941279,0-12 months,Medium Risk
4658-HCOHW,Month-to-month,Electronic check,21,102.8,2110.15,Yes,1,1,0.48247157392956797,13-24 months,Medium Risk
9330-VOFSZ,Two year,Credit card (automatic),60,110.8,6640.7,No,0,0,0.11560050198658316,49+ months,Low Risk
2860-RANUS,Month-to-month,Credit card (automatic),20,85.8,1727.5,Yes,1,1,0.49732993161395495,13-24 months,Medium Risk
6234-PFPXL,Month-to-month,Credit card (automatic),22,95.9,2234.95,No,0,0,0.27839120924091065,13-24 months,Low Risk
7205-BAIAD,Two year,Bank transfer (automatic),40,20.6,827.3,No,0,0,0.01794855463505384,25-48 months,Low Risk
3858-VOBET,Month-to-month,Electronic check,23,74.95,1710.45,Yes,1,1,0.5345165119991637,13-24 months,Medium Risk
5103-MHMHY,Month-to-month,Mailed check,1,45.95,45.95,Yes,1,1,0.46552048834274523,0-12 months,Medium Risk
6119-SPUDB,Two year,Mailed check,46,38.25,1755.35,No,0,0,0.021351421509151685,25-48 months,Low Risk
9389-ACWBI,Month-to-month,Credit card (automatic),5,69.95,320.4,No,0,1,0.4851099802560566,0-12 months,Medium Risk
3454-JFUBC,Two year,Credit card (automatic),68,20.0,1396.0,No,0,0,0.01622447399293504,49+ months,Low Risk
1768-ZAIFU,Month-to-month,Electronic check,1,25.2,25.2,Yes,1,1,0.7240656077077076,0-12 months,High Risk
7017-VFULY,Month-to-month,Bank transfer (automatic),2,20.1,43.15,No,0,0,0.17477173905805468,0-12 months,Low Risk
9221-OTIVJ,Month-to-month,Electronic check,14,104.85,1531.4,Yes,1,1,0.698480756853582,13-24 months,Medium Risk
2482-CZGBB,Month-to-month,Electronic check,10,70.0,740.0,Yes,1,1,0.5892535436692284,0-12 months,Medium Risk
7018-WBJNK,Month-to-month,Credit card (automatic),13,78.3,1033.95,No,0,1,0.49270170808900965,13-24 months,Medium Risk
3331-HQDTW,Month-to-month,Mailed check,34,109.8,3587.25,Yes,1,1,0.3447193800502806,25-48 months,Medium Risk
4695-VADHF,Month-to-month,Electronic check,18,57.45,990.85,Yes,1,1,0.29912127405939076,13-24 months,Low Risk
4086-WITJG,Two year,Credit card (automatic),71,19.7,1301.1,No,0,0,0.01137206585553248,49+ months,Low Risk
6297-NOOPG,Two year,Electronic check,70,110.5,7752.05,No,0,0,0.1608124143236825,49+ months,Low Risk
8777-PVYGU,One year,Mailed check,52,64.3,3410.6,No,0,0,0.052396109515018635,49+ months,Low Risk
4378-MYPGO,Two year,Bank transfer (automatic),68,105.25,7173.15,No,0,0,0.08534723494089111,49+ months,Low Risk
9313-CDOGY,Month-to-month,Electronic check,38,19.6,717.3,No,0,0,0.08835223136671498,25-48 months,Low Risk
4121-AGSIN,One year,Credit card (automatic),58,24.5,1497.9,No,0,0,0.024250026937274825,49+ months,Low Risk
0432-CAJZV,Month-to-month,Mailed check,3,90.7,237.65,No,0,1,0.6195959272184011,0-12 months,Medium Risk
9097-ZUBYC,Month-to-month,Bank transfer (automatic),14,48.8,664.4,No,0,0,0.1698563032813537,13-24 months,Low Risk
9638-JIQYA,Month-to-month,Credit card (automatic),2,24.9,49.7,No,0,1,0.521718287426812,0-12 months,Medium Risk
1024-GUALD,Month-to-month,Electronic check,1,24.8,24.8,Yes,1,1,0.6969677147395381,0-12 months,Medium Risk
8024-XNAFQ,Two year,Bank transfer (automatic),72,107.4,7748.75,No,0,0,0.06808739611307024,49+ months,Low Risk
7587-RZNME,Month-to-month,Electronic check,3,43.3,123.65,Yes,1,1,0.5082122654943928,0-12 months,Medium Risk
1346-UFHAX,Month-to-month,Credit card (automatic),13,80.0,1029.35,No,0,1,0.4127856082712042,13-24 months,Medium Risk
6374-NTQLP,Two year,Credit card (automatic),72,104.1,7447.7,No,0,0,0.07410879516540614,49+ months,Low Risk
6625-FLENO,Two year,Mailed check,58,20.75,1185.95,No,0,0,0.013006931546095817,49+ months,Low Risk
7375-WMVMT,Two year,Credit card (automatic),71,95.5,6707.15,No,0,0,0.08249140419041663,49+ months,Low Risk
6910-HADCM,Month-to-month,Electronic check,1,76.35,76.35,Yes,1,1,0.7523623389662141,0-12 months,High Risk
7401-JIXNM,Two year,Credit card (automatic),54,91.3,4965.0,No,0,0,0.022913862379701857,49+ months,Low Risk
7338-ERIVA,One year,Bank transfer (automatic),39,45.05,1790.6,No,0,0,0.032302239189000374,25-48 months,Low Risk
5376-DEQCP,Month-to-month,Electronic check,1,70.6,70.6,Yes,1,1,0.794922862315504,0-12 months,High Risk
0909-SELIE,Two year,Bank transfer (automatic),61,80.8,4860.85,No,0,0,0.02520925514615982,49+ months,Low Risk
5419-KLXBN,Month-to-month,Bank transfer (automatic),25,89.15,2257.75,Yes,1,1,0.36892203939138996,25-48 months,Medium Risk
0365-TRTPY,Month-to-month,Bank transfer (automatic),37,91.2,3382.3,No,0,0,0.216387564733765,25-48 months,Low Risk
6712-OAWRH,Month-to-month,Electronic check,26,91.25,2351.8,Yes,1,1,0.5530406544185275,25-48 months,Medium Risk
2428-ZMCTB,Month-to-month,Credit card (automatic),10,19.75,208.25,No,0,0,0.11189132372238306,0-12 months,Low Risk
1963-VAUKV,Month-to-month,Mailed check,1,20.4,20.4,Yes,1,0,0.2691191213771197,0-12 months,Low Risk
9381-NDKME,Month-to-month,Credit card (automatic),24,40.65,933.3,Yes,1,1,0.3122273427715926,13-24 months,Medium Risk
3729-OWRVL,Two year,Electronic check,65,110.35,7246.15,No,0,0,0.1438713964272764,49+ months,Low Risk
0895-LMRSF,One year,Bank transfer (automatic),23,64.9,1509.8,No,0,0,0.11493865150319474,13-24 months,Low Risk
2676-SSLTO,Two year,Bank transfer (automatic),49,66.15,3199.0,No,0,0,0.04344116830695198,49+ months,Low Risk
8495-PRWFH,Month-to-month,Electronic check,42,55.65,2421.75,No,0,0,0.2621908085234337,25-48 months,Low Risk
9030-QGZNL,Two year,Mailed check,8,20.85,161.65,No,0,0,0.021948601049295812,0-12 months,Low Risk
9972-NKTFD,Month-to-month,Bank transfer (automatic),28,54.65,1517.5,No,0,0,0.10592644030149413,25-48 months,Low Risk
7998-WNZEM,Two year,Bank transfer (automatic),71,80.6,5708.2,No,0,0,0.02011938276344624,49+ months,Low Risk
0979-PHULV,Month-to-month,Credit card (automatic),69,99.45,7007.6,Yes,1,1,0.4261924170478166,49+ months,Medium Risk
6445-TNRXS,Two year,Bank transfer (automatic),68,114.7,7849.85,No,0,0,0.0685015005624964,49+ months,Low Risk
9586-JGQKH,Two year,Bank transfer (automatic),64,105.4,6794.75,No,0,0,0.1151466672803457,49+ months,Low Risk
3966-HRMZA,Month-to-month,Mailed check,3,75.05,202.9,No,0,1,0.5522908911100354,0-12 months,Medium Risk
5498-IBWPI,One year,Credit card (automatic),66,49.4,3251.85,No,0,0,0.04547174694905948,49+ months,Low Risk
6823-SIDFQ,One year,Credit card (automatic),28,18.25,534.7,No,0,0,0.024443406766936158,25-48 months,Low Risk
2323-ARSVR,Two year,Electronic check,67,111.05,7321.05,No,0,0,0.09656311432781392,49+ months,Low Risk
5468-BPMMO,Month-to-month,Electronic check,46,19.6,851.2,No,0,0,0.08781078156914814,25-48 months,Low Risk
0486-HECZI,Month-to-month,Electronic check,55,96.75,5238.9,Yes,1,1,0.352036214923168,49+ months,Medium Risk
2178-PMGCJ,Month-to-month,Mailed check,22,69.7,1490.4,No,0,1,0.3723262064479409,13-24 months,Medium Risk
4660-IRIBM,Month-to-month,Mailed check,18,87.9,1500.5,No,0,1,0.3643080144885356,13-24 months,Medium Risk
9674-EHPPG,Two year,Credit card (automatic),46,40.4,1842.7,No,0,0,0.021366010357431006,25-48 months,Low Risk
5606-AMZBO,Month-to-month,Credit card (automatic),10,78.15,765.15,No,0,1,0.43272176093052916,0-12 months,Medium Risk
0665-XHDJU,Two year,Electronic check,72,99.4,7285.7,No,0,0,0.20139096555760463,49+ months,Low Risk
5402-HTOTQ,Month-to-month,Electronic check,16,55.3,875.35,No,0,1,0.30911631113877297,13-24 months,Medium Risk
8258-GSTJK,Month-to-month,Electronic check,3,77.0,237.75,Yes,1,1,0.742839785264493,0-12 months,High Risk
3787-TRIAL,Month-to-month,Electronic check,21,26.05,565.75,No,0,1,0.3845809130797912,13-24 months,Medium Risk
6175-IRFIT,Month-to-month,Mailed check,5,78.75,426.35,No,0,1,0.5368763728195114,0-12 months,Medium Risk
6317-YPKDH,Month-to-month,Bank transfer (automatic),1,29.95,29.95,Yes,1,1,0.5119559688492049,0-12 months,Medium Risk
5692-FPTAH,Month-to-month,Mailed check,1,45.4,45.4,Yes,1,1,0.5344937858453358,0-12 months,Medium Risk
5373-SFODM,Month-to-month,Credit card (automatic),36,85.25,3132.75,Yes,1,1,0.4192587377643856,25-48 months,Medium Risk
0868-VJRDR,Two year,Credit card (automatic),64,104.05,6605.55,No,0,0,0.06767814428653443,49+ months,Low Risk
4079-VTGLK,Two year,Electronic check,30,74.85,2181.75,No,0,0,0.122135103126944,25-48 months,Low Risk
1166-PQLGG,Two year,Bank transfer (automatic),72,19.55,1463.45,No,0,0,0.011213871102935594,49+ months,Low Risk
5296-BFCYD,Two year,Mailed check,46,20.1,936.85,No,0,0,0.016133758667292247,25-48 months,Low Risk
6568-POCUI,Two year,Credit card (automatic),45,95.2,4285.8,No,0,0,0.11672774944631488,25-48 months,Low Risk
2839-RFSQE,Month-to-month,Mailed check,2,20.65,38.7,Yes,1,0,0.17522500862417303,0-12 months,Low Risk
2188-SXWVT,One year,Mailed check,34,55.0,1885.15,No,0,0,0.04099450487792836,25-48 months,Low Risk
8849-GYOKR,One year,Bank transfer (automatic),54,106.55,5763.3,Yes,1,0,0.12484668668466993,49+ months,Low Risk
3623-FQBOX,Month-to-month,Mailed check,21,19.95,416.4,No,0,0,0.09702687598089459,13-24 months,Low Risk
2649-HWLYB,Two year,Bank transfer (automatic),65,76.15,4929.55,No,0,0,0.022558991119068474,49+ months,Low Risk
0599-XNYDO,Month-to-month,Bank transfer (automatic),20,69.8,1540.35,No,0,1,0.37920805404330366,13-24 months,Medium Risk
2514-GINMM,Month-to-month,Electronic check,1,79.5,79.5,Yes,1,1,0.8263073517382321,0-12 months,High Risk
8401-EMUWF,Month-to-month,Bank transfer (automatic),42,69.4,3058.3,No,0,0,0.12769505595770939,25-48 months,Low Risk
5766-ZJYBB,Month-to-month,Mailed check,1,19.4,19.4,Yes,1,0,0.2728429156955506,0-12 months,Low Risk
2604-IJPDU,Month-to-month,Electronic check,20,96.55,1901.65,No,0,1,0.35692651723953195,13-24 months,Medium Risk
2501-XWWTZ,Month-to-month,Electronic check,11,70.2,760.05,No,0,1,0.5054537500815189,0-12 months,Medium Risk
6370-ZVHDV,Two year,Bank transfer (automatic),61,25.3,1554.9,No,0,0,0.013613298323985048,49+ months,Low Risk
3027-YNWZU,Two year,Credit card (automatic),64,25.0,1584.8,No,0,0,0.013539160519829285,49+ months,Low Risk
4526-ZJJTM,Month-to-month,Bank transfer (automatic),25,88.4,2191.15,No,0,1,0.33238299476010336,25-48 months,Medium Risk
0440-QEXBZ,Month-to-month,Mailed check,44,50.15,2139.1,No,0,0,0.20604753909306128,25-48 months,Low Risk
0330-IVZHA,Month-to-month,Electronic check,5,69.95,330.15,Yes,1,1,0.581781786214762,0-12 months,Medium Risk
9758-MFWGD,One year,Bank transfer (automatic),48,29.9,1388.75,No,0,0,0.07385486013687866,25-48 months,Low Risk
4229-CZMLL,Month-to-month,Electronic check,6,74.9,469.8,Yes,1,1,0.694001910393507,0-12 months,Medium Risk
0742-MOABM,Month-to-month,Mailed check,4,50.05,179.35,Yes,1,0,0.24665557237691116,0-12 months,Low Risk
4277-BWBML,Two year,Bank transfer (automatic),72,19.95,1322.85,No,0,0,0.011228007928184378,49+ months,Low Risk
5136-GFPMB,Month-to-month,Credit card (automatic),54,89.4,4869.5,No,0,1,0.3103231452352439,49+ months,Medium Risk
7520-HQWJU,Month-to-month,Bank transfer (automatic),66,67.45,4508.65,No,0,0,0.09860086085248702,49+ months,Low Risk
6304-IJFSQ,Month-to-month,Mailed check,3,49.9,130.1,Yes,1,1,0.37701696739278195,0-12 months,Medium Risk
0297-RBCSG,One year,Bank transfer (automatic),19,65.35,1231.85,No,0,0,0.07354912578998747,13-24 months,Low Risk
6013-BHCAW,Two year,Bank transfer (automatic),61,81.0,4976.15,No,0,0,0.048292991685977914,49+ months,Low Risk
4402-FTBXC,Month-to-month,Mailed check,54,89.8,4667.0,No,0,0,0.2171731269773446,49+ months,Low Risk
1471-GIQKQ,Month-to-month,Electronic check,1,49.95,49.95,No,0,1,0.5286829816299979,0-12 months,Medium Risk
4283-FUTGF,Month-to-month,Electronic check,19,79.85,1471.75,Yes,1,1,0.5844386945955946,13-24 months,Medium Risk
9548-LERKT,Two year,Mailed check,24,19.75,483.15,No,0,0,0.016384998008637283,13-24 months,Low Risk
8059-UDZFY,Month-to-month,Bank transfer (automatic),33,105.35,3465.05,No,0,1,0.454416287495785,25-48 months,Medium Risk
0410-IPFTY,Month-to-month,Bank transfer (automatic),31,83.85,2674.15,No,0,1,0.35956679917377643,25-48 months,Medium Risk
2478-EEWWM,Month-to-month,Electronic check,59,44.3,2666.75,No,0,1,0.3096179743157164,49+ months,Medium Risk
4619-EVPHY,One year,Bank transfer (automatic),20,91.0,1859.5,No,0,0,0.2650777176412912,13-24 months,Low Risk
2277-DJJDL,Month-to-month,Electronic check,60,99.0,6017.9,No,0,1,0.47530379363551795,49+ months,Medium Risk
2911-WDXMV,Month-to-month,Credit card (automatic),18,80.55,1406.65,No,0,1,0.45729304110943525,13-24 months,Medium Risk
3639-XJHKQ,Month-to-month,Electronic check,19,60.6,1297.8,No,0,0,0.20777638536691886,13-24 months,Low Risk
8173-RXAYP,Two year,Mailed check,24,19.7,452.55,No,0,0,0.015681669065275107,13-24 months,Low Risk
4537-CIBHB,One year,Mailed check,9,20.25,172.35,No,0,0,0.03422189757508264,0-12 months,Low Risk
5442-BXVND,Month-to-month,Bank transfer (automatic),33,24.25,838.5,No,0,0,0.07167051851754276,25-48 months,Low Risk
2308-STERM,Month-to-month,Mailed check,2,19.4,61.05,No,0,0,0.17522500862417303,0-12 months,Low Risk
7159-NOKYQ,Two year,Electronic check,67,93.15,6368.2,No,0,0,0.17287128918847974,49+ months,Low Risk
6075-QMNRR,Month-to-month,Bank transfer (automatic),52,49.75,2535.55,No,0,0,0.12367540557147395,49+ months,Low Risk
3694-GLTJM,Month-to-month,Credit card (automatic),5,19.65,92.05,No,0,0,0.1762073720489032,0-12 months,Low Risk
9629-NHXFW,Month-to-month,Mailed check,1,19.4,19.4,No,0,1,0.312313266862337,0-12 months,Medium Risk
7167-PCEYD,Two year,Mailed check,67,19.8,1311.3,No,0,0,0.014957989345023183,49+ months,Low Risk
2748-MYRVK,One year,Bank transfer (automatic),63,99.9,6137.0,Yes,1,0,0.17099848102314058,49+ months,Low Risk
4223-WOZCM,Month-to-month,Mailed check,2,49.95,107.1,No,0,1,0.4018655122118499,0-12 months,Medium Risk
6946-LMSQS,One year,Electronic check,25,89.05,2177.45,Yes,1,0,0.25302981661622875,25-48 months,Low Risk
5469-NUJUR,Two year,Mailed check,19,19.95,373.5,No,0,0,0.022718735091766154,13-24 months,Low Risk
6388-TABGU,One year,Bank transfer (automatic),62,56.15,3487.95,No,0,0,0.03224150121032213,49+ months,Low Risk
1261-FWTTE,Month-to-month,Bank transfer (automatic),23,34.65,768.45,No,0,1,0.3255066291011261,13-24 months,Medium Risk
8590-YFFQO,Two year,Credit card (automatic),70,64.95,4523.25,No,0,0,0.015085421215554349,49+ months,Low Risk
0082-OQIQY,Month-to-month,Electronic check,29,94.2,2607.6,No,0,1,0.45481578452657145,25-48 months,Medium Risk
9465-RWMXL,Month-to-month,Electronic check,32,78.9,2447.95,Yes,1,1,0.499814752725042,25-48 months,Medium Risk
2930-UOTMB,Month-to-month,Credit card (automatic),31,65.25,1994.3,Yes,1,0,0.08585909060256007,25-48 months,Low Risk
9128-CPXKI,Two year,Electronic check,59,95.8,5655.45,No,0,0,0.16569531803181656,49+ months,Low Risk
0484-FFVBJ,One year,Bank transfer (automatic),32,64.85,2010.95,No,0,0,0.103104548427053,25-48 months,Low Risk
1100-DDVRV,Month-to-month,Mailed check,17,49.8,836.35,No,0,1,0.3153572504960213,13-24 months,Medium Risk
9313-QOLTZ,Month-to-month,Mailed check,26,20.9,518.3,No,0,0,0.07483192543758259,25-48 months,Low Risk
3338-CVVEH,Month-to-month,Electronic check,12,94.55,1173.55,No,0,1,0.6543197206415269,0-12 months,Medium Risk
1131-SUEKT,One year,Bank transfer (automatic),61,98.45,6145.2,No,0,0,0.13485162675557036,49+ months,Low Risk
7602-DBTOU,Two year,Mailed check,71,19.6,1416.5,No,0,0,0.011940543543120666,49+ months,Low Risk
1385-TQOZW,Month-to-month,Credit card (automatic),9,20.45,147.55,No,0,0,0.13569493666918073,0-12 months,Low Risk
6892-XPFPU,Month-to-month,Electronic check,24,104.25,2433.9,Yes,1,1,0.6184186809579004,13-24 months,Medium Risk
